"","x"
"4722","Trump is (still) spoiling for a trade war https://t.co/G2UzeWa7tS https://t.co/euaeqbyTgy"
"4723","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4724","@CharlesHurt: Dems left angry Trump's spectacular speech... https://t.co/XUIrw7uUll &amp;  @marykissel  actually tweeted in the positive."
"4725","Trump is (still) spoiling for a trade war https://t.co/bwmm0gzoIc"
"4726","RT @Telegraph: Democrat women wear white to Donald Trump's congress speech in honour of women's rights https://t.co/uLCOTRaVkV"
"4727","RT @EricShapiro3: Trump is performing the role of president, not doing the job: https://t.co/hTNMz5swKJ #JointAddress #p2"
"4728","Sonoma County's two members of Congress are reacting to Donald Trump's first speech. https://t.co/p1bBVTC74H"
"4729","Two early polls: Trump’s speech was a winner https://t.co/JcUQlWM98P"
"4730","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"4731","Schumer tries to throw cold water on Trump's rave reviews https://t.co/97EnZ5zEyE"
"4732","RT @DJGrothe: Almost every big claim Donald Trump just made was false https://t.co/xBDIA9XFKU"
"4733","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4734","Trump is (still) spoiling for a trade war https://t.co/BI434f1nqn https://t.co/WY0wU6TScT"
"4735","RT @NancySinatra: Glad I didn't watch.
#RESIST

Almost every big claim Donald Trump just made was false https://t.co/5r693JmdYh"
"4736","Trump is (still) spoiling for a trade war https://t.co/IjmK1Atd2V https://t.co/I4YdT5B1Qv"
"4737","Lou life celebrities! Celebs React to Trump Speech: 'Suck a Bag of Soiled D*cks' https://t.co/ynrFTOedyo via @BreitbartNews"
"4738","RT @MCShort45: Washington Examiner: @POTUS strikes bipartisan note in unifying speech to Congress https://t.co/jXaEkaEzd7 via @sarahcwestwo…"
"4739","RT @FoxNews: Top Dems Respond to Trump Address https://t.co/NdG533asBr"
"4740","Trump is (still) spoiling for a trade war https://t.co/wWjiwVTZnu https://t.co/wjb7ZsQMcw"
"4741","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4742","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4743","RT @RawStory: ‘Not so unifying’: Jake Tapper nails Trump for ‘nationalistic undercurrent’ in speech to Congress https://t.co/NcTUuIeMFF #jo…"
"4744","RT @costareports: Tuesday's speech isn't just about President Trump. It's about a crossroads for the Republican Party. https://t.co/IlCgI2n…"
"4745","RT @dcexaminer: Snap poll: Trump soars following speech to Congress https://t.co/ADFSeCy4Vo https://t.co/EfL2geXegE"
"4746","RT @BranGoch: Trump is performing the role of president, not doing the job https://t.co/BOjVDHubU4 via @voxdotcom
That would be real work!"
"4747","RT @mattyglesias: If the president’s just going to lie constantly and avoid all details, we need to tune out the show https://t.co/N2f32Lch…"
"4748","#News #MostRecent Trump is (still) spoiling for a trade war https://t.co/b32t2s5NuB via @CNN"
"4749","@VanJones68 can you please kiss his ass some more? Same Trump. Same lies. Same hateful old troll. #Resign #Impeach https://t.co/cfR2tJQmXH"
"4750","<ed><U+00A0><U+00BD><ed><U+00B8><U+0096> Congress Donald Trump set to make first speech to Congress <U+2665><U+2665><U+2665> https://t.co/3yVcolJO4W"
"4751","RT @ramburner1: MT Melania Trump Stuns Everyone During Donald Trump Speech to Joint Session Of Congress! See This! https://t.co/xCFnpQUSbf…"
"4752","RT @StocksAlotTEMP: .@VanJones68 can u believe @MaxineWaters
Boycotted that amazing speech?

California Dem boycotting Trump's address
http…"
"4753","RT @Smith83K: Stephen Colbert Rips Apart Donald Trump's First Major Speech To Congress #JointAddress https://t.co/YWkaEgdkjQ"
"4754","RT @mitchellvii: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/InNAV9eesK"
"4755","Trump is (still) spoiling for a trade war https://t.co/L4vf2n4McB https://t.co/2TcMrfvbPO"
"4756","RT @edyong209: The three failures of Trump's speech to Congress https://t.co/bCYARjHOt0"
"4757","Opinion | Trump's speech to Congress was mostly devoid of substance https://t.co/eoFk3Zyx56"
"4758","RT @mch7576: Democrats Refuse To Shake Trump's Hand After Speech To Congress via @politicususa https://t.co/3TotaqExe9"
"4759","RT @ColinKahl: ""Every jihadist who carried out a lethal attack in the U.S. since 9/11 was a citizen or legal resident."" https://t.co/pyiVrb…"
"4760","RT @jmsexton_: Trump's address to Congress was lacking substance, style, and specifics. Also, lots of lies. | Shareblue https://t.co/uFCIXF…"
"4761","RT @ezraklein: Obamacare changed American healthcare forever, and Trump’s speech proved it https://t.co/rXxNMb4Cg0"
"4762","#topstory Trump is (still) spoiling for a trade war https://t.co/WM3kp79FWn #breaking #news https://t.co/XO732Gnhf8"
"4763","Record 3 million tweets sent on Trump's speech to Congress https://t.co/YgGA5U7Weo https://t.co/rb906chR7Y"
"4764","Trump is (still) spoiling for a trade war https://t.co/02xSQYBTmC https://t.co/v2RqOCS7j9"
"4765","RT @ezraklein: Trump's agenda is the same whether it's sold with a clean speech or an angry rant: https://t.co/SWBRDOy6R9"
"4766","Trump is (still) spoiling for a trade war https://t.co/meUSO1udEA"
"4767","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4768","Trump is (still) spoiling for a trade war https://t.co/iBRlNvKsbk"
"4769","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"4770","Democrats Refuse To Shake Trump's Hand After Speech To Congress
https://t.co/UYwbyRLbrE"
"4771","RT @nanblunt: Almost every big claim Donald Trump just made was false https://t.co/qmlmHp0x4v"
"4772","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"4773","Trump is (still) spoiling for a trade war https://t.co/byIboO6IoJ"
"4774","RT @SocialPowerOne1: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/DUk61uek6B"
"4775","RT @dcexaminer: FULL SPEECH: President Trump's first address to Congress https://t.co/oUMiCKUQva https://t.co/vN9XDCqlVx"
"4776","RT @ColinKahl: ""Every jihadist who carried out a lethal attack in the U.S. since 9/11 was a citizen or legal resident."" https://t.co/pyiVrb…"
"4777","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"4778","RT @politico: Two early polls: Trump’s speech was a winner https://t.co/dvU2bTeQAd https://t.co/3HmcaSL2dJ"
"4779","Trump is (still) spoiling for a trade war https://t.co/bKQhbBxVC7"
"4780","RT @WeNeededHillary: Almost every big claim Donald Trump just made was false https://t.co/e1qPnLaRKC https://t.co/zjzKrxyIfA"
"4781","#menwewantanswers  How to watch President Donald Trump’s speech to Congress live online https://t.co/oI5fcavUwe"
"4782","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"4783","RT @JasonMillerinDC: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/Jtqo5Ylt5f"
"4784","Trump is (still) spoiling for a trade war https://t.co/aGpy1Smmgf https://t.co/mPwiEueP1P"
"4785","Trump is (still) spoiling for a trade war https://t.co/R6YajK0Xmg https://t.co/lOPwSwkNLx"
"4786","Trump is (still) spoiling for a trade war https://t.co/DrkWohjacK https://t.co/y560PfjDkA"
"4787","RT @HuffingtonPost: Our most unpredictable president to deliver Washington’s most boring speech https://t.co/Ft9oQxirh9 https://t.co/m594ru…"
"4788","RT @ColinKahl: ""Every jihadist who carried out a lethal attack in the U.S. since 9/11 was a citizen or legal resident."" https://t.co/pyiVrb…"
"4789","Trump issues a warning to US allies to pay their fair share of security costs https://t.co/QeIxVE9Kbd by #Mohammad_Syria via @c0nvey"
"4790","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4791","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4792","Trump is (still) spoiling for a trade war https://t.co/BHW7LgcYcl"
"4793","RT @katiecouric: There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress - Vox https://t.co/xDdAcqov…"
"4794","RT @StocksAlotTEMP: .@VanJones68 can u believe @MaxineWaters
Boycotted that amazing speech?

California Dem boycotting Trump's address
http…"
"4795","RT @Complex: Colbert on Trump's speech: ""Any chance there's a mistake and 'Moonlight' is the president?"" https://t.co/c64sYXNkuc https://t.…"
"4796","Donald Trump caught on live tv practicing reading aloud his first speech to Congress in back of car… https://t.co/UTvjIHnI6r"
"4797","RT @FoxNews: .@POTUS: ""My job is not to represent the world. My job is to represent the United States of America."" #TrumpAddress https://t.…"
"4798","#BernieSanders' Brilliant Response to Trump's Speech to Congress [2017-03-01] https://t.co/ICQQbI3sEx #AnonTV #Anonymous #USA"
"4799","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"4800","Record 3 million tweets sent on Trump's speech to Congress https://t.co/vx4e5RLKwP https://t.co/RkUGa9Gwlx"
"4801","RT @katiecouric: There’s much more to the story of the fallen Navy SEAL Trump praised in his speech to Congress - Vox https://t.co/xDdAcqov…"
"4802","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"4803","RT @chicagotribune: Fact check: Donald Trump's claims on jobs, Obamacare https://t.co/ZyFVm5PjAo https://t.co/n20SW5F7uR"
"4804","omarbula: Two early polls: Trump’s speech was a winner https://t.co/yqVuY65Z3Z"
"4805","RT @DavidJo52951945: Trump to publish a weekly list of crimes committed by immigrants- the UK should do the same for total transparency htt…"
"4806","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"4807","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"4808","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4809","Viewers strongly approve of Trump's speech to Congress https://t.co/0lHfmbLYKO"
"4810","""Trump offers upbeat themes, inaccuracies in Congress speech"" @guardian is the only news i can stomach these days with their constant shade"
"4811","RT @VirgPatriot: TRANSCRIPT: President Trump's Joint Session of Congress Address https://t.co/vjMrXHGZKd"
"4812","RT @WestmonsterUK: HUGE: 78% of Americans positive about Trump's speech to Congress. 72% support his economic policies. https://t.co/eiEU4r…"
"4813","RT @billboard: Stephen Colbert dedicates live show to mocking Trump's speech to Congress https://t.co/QucEidwcD2 https://t.co/WKIpqegYLs"
"4814","Read the full transcript of President Trump's speech to Congress here: https://t.co/f2nNJQtHSC https://t.co/mP0lx4Cjl0"
"4815","Ruth Bader Ginsburg will not attend Trump's speech to Congress, spokeswoman confirms  https://t.co/TqTD9SoqvK by… https://t.co/MghWLUAJuH"
"4816","RT @SkyNews: #Trump's speech to Congress: Why his message of unity may help steady the ship says @CordeliaSkyNews https://t.co/xOj1p9zq1d"
"4817","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"4818","Trump’s speech to Congress: How’d he do? https://t.co/u8RLDX9eBn #USA #US #USBiz"
"4819","RT @politico: Democrats' response to @realDonaldTrump: 'Reckless' president will 'rip' health care away from working class https://t.co/jAq…"
"4820","RT @TIME: ""Donald Trump finally sounded like a President in his first speech to Congress"" https://t.co/1cOp03i2fG"
"4821","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"4822","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"4823","So, what did you think of Trump's speech to Congress? https://t.co/9s2WP8HWEz"
"4824","MarketWatch: RT capitolreport: Trump shifts tone but not policies in speech to Congress https://t.co/o6o9VYZQZH https://t.co/u17SS2wUZx"
"4825","RT @France24_en: VIDEO -  Trump's first speech to US Congress: ""a dark vision of America"" https://t.co/LCKIh66GIA https://t.co/a8Qq0nQWyv"
"4826","RT @WestJournalism: WATCH: Trump Delivers Stunning Speech To Congress, Then The Unthinkable Happened To Him https://t.co/54P0Tgy5OQ https:/…"
"4827","RT @FoxNews: .@newtgingrich: ‘Blown away’ by ‘unifying’ Trump speech to Congress. #Hannity #TrumpAddress https://t.co/XMdq03B0uu"
"4828","RT @THR: Fact-checking Trump's speech: A look at some of his claims in his address to Congress https://t.co/gJ7rzTK4wv https://t.co/VHr988o…"
"4829","RT @g_mccray: George Takei Skewers Trump's Speech To Congress In 11 Tweets - Huffington Post https://t.co/VsnE7Cf3XB via @nuzzel thanks @gr…"
"4830","RT @jackbgoode1: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks - dumb dems https://t.co/LL62Z6G…"
"4831","RT @HuffingtonPost: . @GeorgeTakei skewers Trump's entire speech to Congress in 11 tweets https://t.co/A6EXIovLSv https://t.co/a3thmQGocx"
