"","x"
"2869","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2870","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2871","Can you recommend anyone for this #job in #Alpharetta, GA? https://t.co/V5QIX5s412 #Sales #Hiring #CareerArc"
"2872","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2873","If you're looking for work in #SanAntonio, TX, check out this #job: https://t.co/tkpOD8zKPl #Retail #Hiring #CareerArc"
"2874","Kohl's, Macy's Struggle: Can Department Stores Ever Be Cool Again? https://t.co/i4RxfdArlR"
"2875","This #job might be a great fit for you: **Retail Sales**Full Time: South Portland, ME, Macy's Maine Mall - https://t.co/xSmBTGQIzJ #Retail"
"2876","Want to work in #Sunnyvale, CA? View our latest opening: https://t.co/UEx4icAOA1 #Retail #Job #Jobs #Hiring #CareerArc"
"2877","RT @Cabot_Chris: Thanks to Amazon, department store stocks like Macy's have been in free fall. Don't expect a comeback: https://t.co/E1ZBfA…"
"2878","Interested in a #job in #Secaucus, NJ? This could be a great fit: https://t.co/SIK6klkd1M #SupplyChain #Hiring #CareerArc"
"2879","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2880","See our latest #Greenville, SC #job and click to apply: Retail Cosmetics Sales - Beauty Advisor Shiseido,... - https://t.co/NgkNJonLTc"
"2881","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2882","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2883","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2884","We're #hiring! Click to apply: **Retail Cosmetics Sales - Counter Manager Shiseido** Full Time: San Leandro,... - https://t.co/4mnrPkYi2b"
"2885","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2886","Can you recommend anyone for this #job? **Asset Protection / Loss Prevention Detective** Full Time: San... - https://t.co/o4JHNHi42G"
"2887","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2888","Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will... https://t.co/hHAOZd5W2c by… https://t.co/AZjHkyPa6d"
"2889","Join the Macy's Retail team! See our latest #job opening here: https://t.co/TRn9esQVM5 #Finance #Arlington, VA #Hiring #CareerArc"
"2890","Want to work in #Albany, NY? View our latest opening: https://t.co/rXzAhzYHL6 #Sales #Job #Jobs #Hiring #CareerArc"
"2891","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2892","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2893","We're #hiring! Click to apply: **Retail Cosmetics Sales - Beauty Advisor Lancome** Full Time: Toms River,... - https://t.co/iKrE2hgGOZ"
"2894","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2895","Interested in a #job in #Mesquite, TX? This could be a great fit: https://t.co/1oEBVjyqUX #Finance #Hiring #CareerArc"
"2896","Can you recommend anyone for this #job in #Burnsville, MN? https://t.co/UXe9pmsXZo #Retail #Hiring #CareerArc"
"2897","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2898","Interested in a #job in #Goodlettsville, TN? This could be a great fit: https://t.co/d7iHhDiCA8 #Finance #Hiring #CareerArc"
"2899","Want to work at Macy's Beauty? We're #hiring in #Fredericksburg, VA! Click for details: https://t.co/Vj7QbCElyE #Sales #Job #Jobs"
"2900","Interested in a #job in #Atlanta, GA? This could be a great fit: https://t.co/8zVc84dPp3 #Sales #Hiring #CareerArc"
"2901","Can you recommend anyone for this #job in #Beavercreek, OH? https://t.co/m2P4sgQI0H #Sales #Hiring #CareerArc"
"2902","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2903","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2904","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2905","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2906","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2907","Can you recommend anyone for this #job in #Sunnyvale, CA? https://t.co/iqQdY7NtKo #Retail #Hiring #CareerArc"
"2908","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2909","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2910","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2911","This #job might be a great fit for you: Retail Sales, Flex: Sugar Land, TX, Macy's First Colony - https://t.co/dZzNfCZpCS #SugarLand, TX"
"2912","Want to work in #Concord, CA? View our latest opening: https://t.co/b2LTGkqRfj #Retail #Job #Jobs #Hiring #CareerArc"
"2913","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2914","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2915","Why I Still Believe In Macy's https://t.co/6iuapxC5xh"
"2916","If you're looking for work in #Hyattsville, MD, check out this #job: https://t.co/32iGgdnyJY #Retail #Hiring #CareerArc"
"2917","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2918","Want to work in #GardenCity, NY? View our latest opening: https://t.co/oJUNOeZm3O #Sales #Job #Jobs #Hiring #CareerArc"
"2919","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2920","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2921","Want to work at Macy's Retail? We're #hiring in #Towson, MD! Click for details: https://t.co/N8YqrKFRPa #Retail #Job #Jobs #CareerArc"
"2922","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2923","If you're looking for work in #Miami, FL, check out this #job: https://t.co/UhDyk0BaOz #Finance #Hiring #CareerArc"
"2924","We're #hiring! Click to apply: NEW STORE OPENING - Retail Support - Receiving, Part Time: Los Angeles, CA,... - https://t.co/ceNs5UROGt"
"2925","Can you recommend anyone for this #job? Retail Sales, Part Time: Westminster, CO, Macy's Orchard Town Center - https://t.co/a6wk5zQrhC"
"2926","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2927","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2928","Want to work at Macy's Beauty? We're #hiring in #Lithonia, GA! Click for details: https://t.co/SVsAaeNkkW #Sales #Job #Jobs #CareerArc"
"2929","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2930","This #job might be a great fit for you: Retail Selling Floor Lead, Full Time: San Antonio, TX, Macy's... - https://t.co/ynRK6RhAgl #Retail"
"2931","#Macys Kohl's &amp; #acys Looking For Roommates To Help Pay The Rent. Read more: https://t.co/zSnBa57a63 $M"
"2932","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2933","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2934","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2935","We're #hiring! Click to apply: Retail Sales - Furniture/Bedding, Full Time: Carle Place, NY, Macy's Carle... - https://t.co/jAavFjZFcx"
"2936","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2937","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2938","Want to work at Macy's Retail? We're #hiring in #LosAngeles, CA! Click for details: https://t.co/mg9oLRTPL8 #Finance #Job #Jobs #CareerArc"
"2939","Read: @KatieHolmes212 hosts Macy's Go Red Collection 2017 https://t.co/aCsFrT1fzI https://t.co/EhfASGN0oW"
"2940","Want to work at Macy's Retail? We're #hiring in #Burnsville, MN! Click for details: https://t.co/VNs1izKa5w #Retail #Job #Jobs #CareerArc"
"2941","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2942","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2943","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2944","This #job might be a great fit for you: **Asset Protection / Loss Prevention Security Guard** Full Time: San... - https://t.co/uJoKaYzYJo"
"2945","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2946","#Macys Philly-area #acys slated for closure are no longer taking returns. Read more: https://t.co/0AfIzZkFld $M"
"2947","We're #hiring! Click to apply: Retail Maintenance Engineer 2, Full Time: Torrance, CA, Macy's Del Amo... - https://t.co/dvYBi4cUsO #Job"
"2948","@KatieHolmes212 hosts Macy's Go Red Collection 2017 https://t.co/aCsFrT1fzI https://t.co/B7jhUYcDK6"
"2949","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2950","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2951","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor Clinique,... - https://t.co/C5nmRHV9pk"
"2952","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2953","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2954","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2955","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2956","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2957","Interested in a #job in #LosAngeles, CA? This could be a great fit: https://t.co/DQyiTp4QJG #Retail #Hiring #CareerArc"
"2958","Want to work in #Houston, TX? View our latest opening: https://t.co/3WXYvubWBe #Sales #Job #Jobs #Hiring #CareerArc"
"2959","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2960","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2961","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2962","Can you recommend anyone for this #job? Retail Merchandise Handler - Impulse Trendsetter, Part Time:... - https://t.co/xiikddk5JC #Retail"
"2963","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2964","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2965","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2966","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2967","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Detective, Full Time:... - https://t.co/uxKW15YKgL #Finance"
"2968","If you're looking for work in #SanLeandro, CA, check out this #job: https://t.co/H2yGTRPdKD #Sales #Hiring #CareerArc"
"2969","Want to work in #Albuquerque, NM? View our latest opening: https://t.co/fOUI2K0EGk #Retail #Job #Jobs #Hiring #CareerArc"
"2970","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2971","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2972","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2973","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"2974","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
